"Time","Message","Severity"
"5/10/2024 1:40 PM","Table : AEWComputePipelinesLogs archive updated successfully to 365","Information"
"5/10/2024 1:40 PM","Table : AFSAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:40 PM","Table : AGCAccessLogs archive updated successfully to 365","Information"
"5/10/2024 1:40 PM","Table : AgriFoodApplicationAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:40 PM","Table : AgriFoodFarmManagementLogs archive updated successfully to 365","Information"
"5/10/2024 1:40 PM","Table : AgriFoodFarmOperationLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodInsightLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodJobProcessedLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodModelInferenceLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodProviderAuthLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodSatelliteLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodSensorManagementLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AgriFoodWeatherLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AGSGrafanaLoginEvents archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AGWAccessLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AGWFirewallLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AGWPerformanceLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AHDSDicomAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AHDSDicomDiagnosticLogs archive updated successfully to 365","Information"
"5/10/2024 1:41 PM","Table : AHDSMedTechDiagnosticLogs archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AirflowDagProcessingLogs archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AKSAudit archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AKSAuditAdmin archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AKSControlPlane archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : ALBHealthEvent archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : Alert archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AlertEvidence archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AlertHistory archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AlertInfo archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AmlComputeClusterEvent archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AmlComputeClusterNodeEvent archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AmlComputeCpuGpuUtilization archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AmlComputeInstanceEvent archive updated successfully to 365","Information"
"5/10/2024 1:42 PM","Table : AmlComputeJobEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlDataLabelEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlDataSetEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlDataStoreEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlDeploymentEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlEnvironmentEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlInferencingEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlModelsEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlOnlineEndpointConsoleLog archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlOnlineEndpointEventLog archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlOnlineEndpointTrafficLog archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlPipelineEvent archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlRegistryReadEventsLog archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlRegistryWriteEventsLog archive updated successfully to 365","Information"
"5/10/2024 1:43 PM","Table : AmlRunEvent archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AmlRunStatusChangedEvent archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AMSKeyDeliveryRequests archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AMSLiveEventOperations archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AMSMediaAccountHealth archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AMSStreamingEndpointRequests archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : ANFFileAccess archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : Anomalies archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AOIDatabaseQuery archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AOIDigestion archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AOIStorage archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : ApiManagementGatewayLogs archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : ApiManagementWebSocketConnectionLogs archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AppAvailabilityResults archive updated successfully to 365","Information"
"5/10/2024 1:44 PM","Table : AppBrowserTimings archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppCenterError archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppDependencies archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppEnvSpringAppConsoleLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppEvents archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppExceptions archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppMetrics archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPageViews archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPerformanceCounters archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPlatformBuildLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPlatformContainerEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPlatformIngressLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPlatformLogsforSpring archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppPlatformSystemLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppRequests archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppServiceAntivirusScanAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:45 PM","Table : AppServiceAppLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceAuthenticationLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceConsoleLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceEnvironmentPlatformLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceFileAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceHTTPLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceIPSecAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServicePlatformLogs archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppServiceServerlessSecurityPluginData archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppSystemEvents archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : AppTraces archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : ArcK8sAudit archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : ArcK8sAuditAdmin archive updated successfully to 365","Information"
"5/10/2024 1:46 PM","Table : ArcK8sControlPlane archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASCAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASCDeviceEvents archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimAuditEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimAuthenticationEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimDhcpEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimDnsActivityLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimFileEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimNetworkSessionLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimProcessEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimRegistryEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimUserManagementActivityLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASimWebSessionLogs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASRJobs archive updated successfully to 365","Information"
"5/10/2024 1:47 PM","Table : ASRReplicatedItems archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : ATCExpressRouteCircuitIpfix archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AUIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AUIEventsOperational archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AutomationAccounts archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AutoscaleEvaluationsLog archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AutoscaleScaleActionsLog archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AVNMConnectivityConfigurationChange archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AVNMIPAMPoolAllocationChange archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AVNMNetworkGroupMembershipChange archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AVNMRuleCollectionChange archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AVSSyslog archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AWSCloudTrail archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AWSCloudWatch archive updated successfully to 365","Information"
"5/10/2024 1:48 PM","Table : AWSGuardDuty archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AWSVPCFlow archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWApplicationRule archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWApplicationRuleAggregation archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWDnsQuery archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWFatFlow archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWFlowTrace archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWIdpsSignature archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWInternalFqdnResolutionFailure archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWNatRule archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWNatRuleAggregation archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWNetworkRule archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWNetworkRuleAggregation archive updated successfully to 365","Information"
"5/10/2024 1:49 PM","Table : AZFWThreatIntel archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZKVAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZKVPolicyEvaluationDetailsLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSApplicationMetricLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSArchiveLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSAutoscaleLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSCustomerManagedKeyUserLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSDiagnosticErrorLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSHybridConnectionsEvents archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSKafkaCoordinatorLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSKafkaUserErrorLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSOperationalLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSRunTimeAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AZMSVnetConnectionEvents archive updated successfully to 365","Information"
"5/10/2024 1:50 PM","Table : AzureAssessmentRecommendation archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureAttestationDiagnostics archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureBackupOperations archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureCloudHsmAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureDevOpsAuditing archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureDiagnostics archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureLoadTestingOperation archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureMetrics archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureMetricsV2 archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureNetworkAnalytics_CL archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : AzureNetworkAnalyticsIPDetails_CL archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : BaiClusterEvent archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : BaiClusterNodeEvent archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : BaiJobEvent archive updated successfully to 365","Information"
"5/10/2024 1:51 PM","Table : BehaviorAnalytics archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : BlockchainApplicationLog archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : BlockchainProxyLog archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CassandraAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CassandraLogs archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CCFApplicationLogs archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBCassandraRequests archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBControlPlaneRequests archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBDataPlaneRequests archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBGremlinRequests archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBMongoRequests archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBPartitionKeyRUConsumption archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBPartitionKeyStatistics archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CDBQueryRuntimeStatistics archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : ChaosStudioExperimentEventLogs archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CHSMManagementAuditLogs archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:55 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:55 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:55 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:55 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
"5/10/2024 1:52 PM","Update-TablesRetention {""error"":{""code"":""ExpiredAuthenticationToken"",""message"":""The access token expiry UTC time '5/10/2024 11:52:53 AM' is earlier than current UTC time '5/10/2024 11:52:56 AM'.""}}","Error"
"5/10/2024 1:52 PM","Table : CIEventsAudit archive updated successfully to 365","Information"
